52,0.002749972444100794,303,7,723,0.4547833204269409;0.8511833548545837;0.8825833201408386;0.8938999772071838;0.9037500023841858;0.9099833369255066;0.9180499911308289,0.7976999878883362;0.8712000250816345;0.8798999786376953;0.8906000256538391;0.9018999934196472;0.9208999872207642;0.920199990272522,1.7672511339187622;0.5531660914421082;0.40048518776893616;0.3605981469154358;0.3304224908351898;0.31138408184051514;0.2914353013038635,0.7858753204345703;0.444271981716156;0.3961796462535858;0.345846027135849;0.3261075019836426;0.2857346534729004;0.2859300374984741
8,1.991605368487556e-05,397,18,167,0.117166668176651;0.1200999990105629;0.11381666362285614;0.12121666967868805;0.12531666457653046;0.13776665925979614;0.14418333768844604;0.14526666700839996;0.16771666705608368;0.20676666498184204;0.243066668510437;0.23125000298023224;0.2638166546821594;0.28780001401901245;0.3369666635990143;0.3433833420276642;0.37591665983200073;0.3860666751861572,0.11349999904632568;0.11349999904632568;0.11349999904632568;0.11349999904632568;0.11349999904632568;0.19189999997615814;0.11550000309944153;0.12630000710487366;0.27149999141693115;0.15289999544620514;0.14020000398159027;0.31349998712539673;0.23899999260902405;0.36820000410079956;0.3747999966144562;0.27230000495910645;0.3061999976634979;0.5522000193595886,2.300504207611084;2.297858476638794;2.295149803161621;2.292001485824585;2.2886526584625244;2.285005569458008;2.280734062194824;2.2764179706573486;2.27158260345459;2.266282320022583;2.2610185146331787;2.255096435546875;2.2487637996673584;2.2422432899475098;2.2352261543273926;2.2279725074768066;2.220163583755493;2.2123584747314453,2.2991390228271484;2.2963013648986816;2.292943000793457;2.2897162437438965;2.2862095832824707;2.282527446746826;2.277620553970337;2.2726290225982666;2.2679455280303955;2.2631642818450928;2.256756067276001;2.2505509853363037;2.244255781173706;2.2367873191833496;2.229995012283325;2.2223942279815674;2.213622808456421;2.2053616046905518
64,0.02114257930101726,454,14,796,0.5549333095550537;0.8974833488464355;0.9162499904632568;0.9191166758537292;0.9203500151634216;0.9247666597366333;0.9277333617210388;0.9257500171661377;0.9284166693687439;0.930400013923645;0.9317666888237;0.9243999719619751;0.927299976348877;0.9315166473388672,0.875;0.906499981880188;0.9125999808311462;0.9053999781608582;0.9107000231742859;0.9190999865531921;0.9218000173568726;0.8883000016212463;0.9265000224113464;0.9168000221252441;0.8985000252723694;0.9136999845504761;0.9178000092506409;0.8496000170707703,4.24948263168335;0.34953072667121887;0.29561761021614075;0.28682106733322144;0.2809419631958008;0.2656780779361725;0.2562357485294342;0.26206859946250916;0.25212275981903076;0.24598193168640137;0.24028842151165009;0.26995888352394104;0.2568802535533905;0.24311910569667816,0.4323464334011078;0.3137534558773041;0.2952812612056732;0.3162720203399658;0.32068347930908203;0.2878817617893219;0.28403568267822266;0.38685309886932373;0.26972725987434387;0.293931245803833;0.3714142143726349;0.32105469703674316;0.314423531293869;0.6159362196922302
83,0.008362211412528766,496,13,664,0.45311665534973145;0.8665333390235901;0.9011666774749756;0.9171500205993652;0.9225333333015442;0.9248166680335999;0.9261666536331177;0.9283333420753479;0.9303666949272156;0.930899977684021;0.9317499995231628;0.9310333132743835;0.9331833124160767,0.8370000123977661;0.8992999792098999;0.9185000061988831;0.9244999885559082;0.9203000068664551;0.9221000075340271;0.9246000051498413;0.9283000230789185;0.9265999794006348;0.9271000027656555;0.9235000014305115;0.9172000288963318;0.9246000051498413,2.4825706481933594;0.4738900363445282;0.33566907048225403;0.29193106293678284;0.2770567834377289;0.2718629240989685;0.26393571496009827;0.25521793961524963;0.2502116858959198;0.24684607982635498;0.24298566579818726;0.24245436489582062;0.23825564980506897,0.6225530505180359;0.35807597637176514;0.2861664891242981;0.2750159502029419;0.2827804386615753;0.2715819776058197;0.2724097967147827;0.26759058237075806;0.26303714513778687;0.26145753264427185;0.27186572551727295;0.2903047502040863;0.26458171010017395
96,1.2982946962842881e-05,487,16,248,0.1114666685461998;0.11236666887998581;0.11236666887998581;0.11236666887998581;0.12293333560228348;0.125366672873497;0.11236666887998581;0.11285000294446945;0.11496666818857193;0.11808333545923233;0.12835000455379486;0.11263333261013031;0.13973332941532135;0.11713333427906036;0.12665000557899475;0.16816666722297668,0.11349999904632568;0.11349999904632568;0.11349999904632568;0.11349999904632568;0.11349999904632568;0.11349999904632568;0.11349999904632568;0.1168999969959259;0.11349999904632568;0.11379999667406082;0.11509999632835388;0.1168999969959259;0.18469999730587006;0.1534000039100647;0.2094999998807907;0.17319999635219574,2.301034450531006;2.299887180328369;2.298818826675415;2.297619104385376;2.296274423599243;2.2948851585388184;2.2933385372161865;2.291844606399536;2.2903027534484863;2.2883737087249756;2.2867469787597656;2.2845497131347656;2.2828266620635986;2.2805652618408203;2.2783944606781006;2.276163339614868,2.2999584674835205;2.298969030380249;2.297865867614746;2.296625852584839;2.2953264713287354;2.293823003768921;2.2918996810913086;2.2903881072998047;2.288498878479004;2.286900758743286;2.285287857055664;2.283200263977051;2.280909776687622;2.2787179946899414;2.2767996788024902;2.273794412612915
127,0.006864272380336106,509,11,559,0.454233318567276;0.8637333512306213;0.8952833414077759;0.9072333574295044;0.916450023651123;0.921750009059906;0.9225166440010071;0.9228333234786987;0.9241833090782166;0.9272000193595886;0.9276000261306763,0.8327999711036682;0.8944000005722046;0.9103000164031982;0.9147999882698059;0.9193000197410583;0.9132999777793884;0.9193000197410583;0.9078999757766724;0.9272000193595886;0.920799970626831;0.9273999929428101,1.9663805961608887;0.4749572277069092;0.3603237271308899;0.3187418282032013;0.29669705033302307;0.27822229266166687;0.27446746826171875;0.2712910771369934;0.26914793252944946;0.26061761379241943;0.2597474753856659,0.6297417283058167;0.35738372802734375;0.307559996843338;0.3070254623889923;0.28881391882896423;0.29506421089172363;0.291058212518692;0.3115449845790863;0.27188992500305176;0.2734161615371704;0.2689356803894043
2,0.02989098613239875,192,8,241,0.7301999926567078;0.8956166505813599;0.8928666710853577;0.8982833623886108;0.8955166935920715;0.9101333618164062;0.8974166512489319;0.9042999744415283,0.8968999981880188;0.9211000204086304;0.8741999864578247;0.9078999757766724;0.9024999737739563;0.9004999995231628;0.8956000208854675;0.9265000224113464,3.6432013511657715;0.35800901055336;0.39205801486968994;0.38745811581611633;0.4515078067779541;0.3734184205532074;0.47468772530555725;0.4644955098628998,0.3438636064529419;0.28335270285606384;0.4877592921257019;0.36350560188293457;0.42823663353919983;0.4178086519241333;0.5314844846725464;0.4163350462913513
44,9.311407065928902e-05,187,9,606,0.11836666613817215;0.1532166600227356;0.2691333293914795;0.4341166615486145;0.57464998960495;0.6620166897773743;0.713866651058197;0.7501833438873291;0.7715666890144348,0.0957999974489212;0.16949999332427979;0.2540000081062317;0.5192999839782715;0.666100025177002;0.6952000260353088;0.798799991607666;0.7835000157356262;0.7955999970436096,2.3013854026794434;2.2824079990386963;2.2368087768554688;2.158959150314331;2.046919345855713;1.9041872024536133;1.7413241863250732;1.5718659162521362;1.4068949222564697,2.2946906089782715;2.2621817588806152;2.202483892440796;2.104217290878296;1.972745656967163;1.814160943031311;1.645013451576233;1.4698333740234375;1.3095738887786865
114,0.024202152510511946,211,12,375,0.7123333215713501;0.8952999711036682;0.902733325958252;0.9006166458129883;0.9053166508674622;0.90788334608078;0.904283344745636;0.9043333530426025;0.9089666604995728;0.9080333113670349;0.9107333421707153;0.9067333340644836,0.8881000280380249;0.9041000008583069;0.8521000146865845;0.8463000059127808;0.916100025177002;0.8878999948501587;0.9071999788284302;0.824999988079071;0.7967000007629395;0.8540999889373779;0.902400016784668;0.9128000140190125,2.7126073837280273;0.3572814166545868;0.34140390157699585;0.35591572523117065;0.35870712995529175;0.35236746072769165;0.3962889313697815;0.4148828089237213;0.4153295159339905;0.43056222796440125;0.4200715720653534;0.4787650406360626,0.3726179897785187;0.33230647444725037;0.5327536463737488;0.5375326871871948;0.31447285413742065;0.4515100121498108;0.391841322183609;1.1401091814041138;1.013627529144287;0.758470356464386;0.5022041201591492;0.4923555552959442
125,0.054463216136240944,372,14,460,0.6033999919891357;0.8931000232696533;0.9013500213623047;0.8945500254631042;0.8964333534240723;0.9065333604812622;0.8986999988555908;0.8998500108718872;0.8972833156585693;0.9024333357810974;0.9001333117485046;0.9101333618164062;0.9008166790008545;0.9115666747093201,0.8743000030517578;0.8985000252723694;0.8794000148773193;0.8665000200271606;0.8507000207901001;0.8981999754905701;0.8797000050544739;0.9100000262260437;0.8804000020027161;0.88919997215271;0.9164000153541565;0.8931999802589417;0.9110999703407288;0.9136999845504761,13.619335174560547;0.3807889521121979;0.3448188602924347;0.38182333111763;0.39041203260421753;0.34888961911201477;0.3925347328186035;0.4126134514808655;0.45830947160720825;0.4507605731487274;0.4735545217990875;0.4152595102787018;0.5131529569625854;0.44376179575920105,0.4588618278503418;0.35747644305229187;0.41336753964424133;0.47971001267433167;0.5321383476257324;0.4048231244087219;0.4986623525619507;0.40733686089515686;0.5720950961112976;0.5032378435134888;0.4644433557987213;0.5362264513969421;0.49106675386428833;0.47423315048217773
